"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CRI","EDUTRY","55_64","PC_AGE","A","2012",23.4566,
"CRI","EDUTRY","55_64","PC_AGE","A","2013",20.306833,
"CRI","EDUTRY","55_64","PC_AGE","A","2014",20.68379,
"CRI","EDUTRY","55_64","PC_AGE","A","2015",20.201075,
"CRI","EDUTRY","55_64","PC_AGE","A","2016",21.284702,
"OAVG","EDUTRY","45_54","PC_AGE","A","1995",18.926048,
"OAVG","EDUTRY","45_54","PC_AGE","A","1997",19.092387,
"OAVG","EDUTRY","45_54","PC_AGE","A","1998",19.106062,
"OAVG","EDUTRY","45_54","PC_AGE","A","1999",19.518951,
"OAVG","EDUTRY","45_54","PC_AGE","A","2000",20.031784,
"OAVG","EDUTRY","45_54","PC_AGE","A","2001",20.57342,
"OAVG","EDUTRY","45_54","PC_AGE","A","2002",21.819728,
"OAVG","EDUTRY","45_54","PC_AGE","A","2003",22.999938,
"OAVG","EDUTRY","45_54","PC_AGE","A","2004",23.182746,
"OAVG","EDUTRY","45_54","PC_AGE","A","2005",24.156784,
"OAVG","EDUTRY","45_54","PC_AGE","A","2006",24.220056,
"OAVG","EDUTRY","45_54","PC_AGE","A","2007",25.270527,
"OAVG","EDUTRY","45_54","PC_AGE","A","2008",25.87734,
"OAVG","EDUTRY","45_54","PC_AGE","A","2009",26.496789,
"OAVG","EDUTRY","45_54","PC_AGE","A","2010",27.363059,
"OAVG","EDUTRY","45_54","PC_AGE","A","2011",27.814686,
"OAVG","EDUTRY","45_54","PC_AGE","A","2012",28.974803,
"OAVG","EDUTRY","45_54","PC_AGE","A","2013",29.227833,
"OAVG","EDUTRY","45_54","PC_AGE","A","2014",30.390059,
"OAVG","EDUTRY","45_54","PC_AGE","A","2015",30.844838,
"OAVG","EDUTRY","45_54","PC_AGE","A","2016",32.053722,
"OAVG","EDUTRY","55_64","PC_AGE","A","1995",12.586141,
"OAVG","EDUTRY","55_64","PC_AGE","A","1997",13.093742,
"OAVG","EDUTRY","55_64","PC_AGE","A","1998",13.405682,
"OAVG","EDUTRY","55_64","PC_AGE","A","1999",13.88713,
"OAVG","EDUTRY","55_64","PC_AGE","A","2000",14.841087,
"OAVG","EDUTRY","55_64","PC_AGE","A","2001",15.376589,
"OAVG","EDUTRY","55_64","PC_AGE","A","2002",17.140302,
"OAVG","EDUTRY","55_64","PC_AGE","A","2003",18.12218,
"OAVG","EDUTRY","55_64","PC_AGE","A","2004",18.203881,
"OAVG","EDUTRY","55_64","PC_AGE","A","2005",19.673005,
"OAVG","EDUTRY","55_64","PC_AGE","A","2006",19.52331,
"OAVG","EDUTRY","55_64","PC_AGE","A","2007",20.632367,
"OAVG","EDUTRY","55_64","PC_AGE","A","2008",21.540527,
"OAVG","EDUTRY","55_64","PC_AGE","A","2009",22.07605,
"OAVG","EDUTRY","55_64","PC_AGE","A","2010",22.722971,
"OAVG","EDUTRY","55_64","PC_AGE","A","2011",23.160329,
"OAVG","EDUTRY","55_64","PC_AGE","A","2012",24.192894,
"OAVG","EDUTRY","55_64","PC_AGE","A","2013",24.487929,
"OAVG","EDUTRY","55_64","PC_AGE","A","2014",25.576327,
"OAVG","EDUTRY","55_64","PC_AGE","A","2015",25.611427,
"OAVG","EDUTRY","55_64","PC_AGE","A","2016",26.541669,
"G20","EDUTRY","25_34","PC_AGE","A","2010",35.163005,
"G20","EDUTRY","25_34","PC_AGE","A","2011",34.764201,
"G20","EDUTRY","35_44","PC_AGE","A","2010",30.927343,
"G20","EDUTRY","35_44","PC_AGE","A","2011",31.741166,
"G20","EDUTRY","45_54","PC_AGE","A","2010",27.372598,
"G20","EDUTRY","45_54","PC_AGE","A","2011",26.612998,
"G20","EDUTRY","55_64","PC_AGE","A","2010",21.678365,
"G20","EDUTRY","55_64","PC_AGE","A","2011",22.42929,
